tag_filename,annotation
44962.txt,"The balcony is having good length of almost 22 feet. It is located in eastern facing of the house. The Bathroom 1 which is located south of the kitchen almost having the same length and 80% width of that of kitchen. The size might be 6ft. X 10 ft. The bathroom 2 which is at the southern end, which is smaller than the bathroom 1. It seems it is attached with the master bed room, while bathroom 1 is a common type. The size of the bathroom 2 might be 6ft. x 4ft. Common room 1 is of the same length of master bed room and it relatively larger than the kitchen. It is located at the south west corner of the house. The size might be 10 ft. x 14 ft. Common room 2 is relatively larger than common room 1 and it is located very nearer to the living room. The size of the room might be 10 ft. x 12 ft. The kitchen is located very next to the living room. Which is a rectangle in shape of size 8 feet X 10 feet. It is located in western side of the house. The location of the living room is on the north of the building. It is relatively the first room compare to the others from the entrance. The size of the room might be 22 feet X 12 feet. It is located at the south east corner of the house. relatively it is the last room from the living room. the size of the room might be 12 feet X 12 feet in square. "
26881.txt,"The balcony runs along the full south wall of the house. It is connected to the master bedroom and common room, which are just north of it. It's area is 20 x 2 feet. The bathroom is located in the north-eastern corner of the house, east of the kitchen and north of the living room. It's area is 5 x 3 feet. The common room is located in the south-eastern corner of the house, east of the master bedroom and south of the living room. It is connected to the balcony that it shares with the master bedroom. The kitchen is located in the north-west corner of the house, west of the bathroom and north of the living room. It's area is 5 x 10 feet. The living room is located centrally, just south of the kitchen and bathroom. It is about 20 x 15 feet and is the largest room in the house. The master bedroom is located in the south-west corner of the house, attached to the balcony that it shared with the common room. It is west of the common room and just south of the living room. It's are is 10 x 15 feet and is the second largest room in the house. "
50917.txt,The balcony is located near the master and living room. The bathroom is located near common room and the kitchen. Common room 1 is located near common 2 and the master. Common room 2 is located near common 1 and bath. The kitchen is the located between bath and living room. The living room is the largest area inside the house within the floor plan. The master room is located near common room 1 and the balcony. 
71067.txt,Balcony  is entrance from living room .it is 3 feet length and 12 feet width aspect ratio as 1 over 5. Bathroom1 is entrance from living room .it is 3 feet length and 3 feet width aspect ratio as 1 over 1.bathroom 1 near room as master room. Bathroom2 is entrance from living room .it is 3 feet length and 3 feet width aspect ratio as 1 over 1.it is northwest corner room. Common room is entrance from living room .it is 12 feet length and 10 feet width aspect ratio as 5 over 4. common room is near room as master room. Kitchen is northeast corner room .kitchen is entrance from living room .it is 15 feet length and 3 feet width aspect ratio as 5 over 1. living room is entrance from west side.it  is 30 feet length and 15 feet width aspect ratio as 7 over 5. Master room is entrance from living room .it is 12 feet length and 15 feet width aspect ratio as 4 over 5. 
65012.txt,"Location:The absolute location of the balcony in the floor plan is south west corner.
Relationship:The absolute location of the balcony in the floor plan is en suite to living room.
Size:The area of the balcony in floor plan is 10 sq rt feet. Location:The absolute location of bathroom 1 in the floor plan is east side.
Relationship:The absolute location of bathroom 1 in the floor plan is next to common room 1 and near bathroom 2.
Size:The area of bathroom 1 in floor plan is 10 sq rt feet. Location:The absolute location of bathroom 2 in the floor plan is east side.
Relationship:The absolute location of bathroom 2 in the floor plan is en suite to master room.
Size:The area of bathroom 2 in floor plan is 10 sq rt feet. Location:The absolute location of common room 1 in the floor plan is north  east corner.
Relationship:The absolute location of common room 1 in the floor plan is next to kitchen.
Size:The area of common room 1 in floor plan is 10 sq rt feet. Location:The absolute location of common room 2 in the floor plan is south side.
Relationship:The absolute location of common room 2 in the floor plan is near master room.
Size:The area of common room 2 in floor plan is 10 sq rt feet. Location:The absolute location of the kitchen in the floor plan is north side.
Relationship:The absolute location of the kitchen in the floor plan is opposite to common room 2 and near common room 1.
Size:The area of the kitchen in floor plan is 10 sq rt feet. Location:The absolute location of the living room in the floor plan is west side.
Relationship:The absolute location of the living room in the floor plan is opposite to kitchen,common room 1,bathroom 1,bathroom 2,master room and common room 2.
Size:The area of the living room in floor plan is 10 sq rt feet. Location:The absolute location of the master room in the floor plan is south east corner.
Relationship:The absolute location of the master room in the floor plan is next to bathroom 2 and near common room 2.
Size:The area of the master room in floor plan is 10 sq rt feet. "
56433.txt,"balcony is in front of living room and south west side. It has the size of 13 feet length and 5 feet width bathroom is located between master room and common room , but near common room.  It has the size of 10 feet length and 6 feet width. Common room  is located at north east corner and next to master room.  It has the size of 12 feet length and 10 feet width. Kitchen is located at middle west side and adjacent to living room. 
It has the size of 10 feet length and 6 feet width. living room is occupied with rectangular area around 450 sqrt feet and square area around  144 sqr feet in the middle of the plan.  It is in front of balcony. master room is located at north west corner and adjacent to living room. It has the size of 16 feet length and 12 feet width aproximately. "
56355.txt,bathroom at west direction downside of common room1 size 5*4 feet common room1 at north west corner left of kitchen size 10*8 feet common room2 at south west corner downside of living room size 10*10 feet kitchen at north east corner upside of living roon size 5*4 feet living room at west to east direction upside of common room2 and master room size 20*15 feet master room at south east corner right side of common room2 size 12*10 feet 
47258.txt,"The balcony is located on the north west corner, It is next to living room,The size of the room is 7 feet width  and  10 feet length The bathroom is located on the northeast corner, It is next to main door of the living room , The size of the room is 5 feet width  and 6   feet length The common room is located on the south side, It is next to living room and between kitchen and master, The size of the room is 8  feet width  and 10  feet length The kitchen is located on the south west corner, It is next to  the living room and common ,The size of the room is 8 feet width  and 9   feet length The living room is located on the east side, It is in front of all other rooms, The size of the room is 10 feet width  and 20  feet length The master room is located on the southwest corner, It is next to living room  and common room, The size of the room is 10 feet width  and 11  feet length "
67188.txt,The Balcony located in North West corner and attached with Master room . The Balcony  size 10X3 Feet. The Bath room located in middle of West and attached with Master room . The Bath room size is 5x5 Feet. The  Common room is located in North East side and near to Master room .The Common room size is 12X12Feet. The Kitchen located in South East corner and Right side to house  main entrance. The Kitchen size is 10X4 Feet The South facing living room located in south side and it's cover all most area's of the house. The Living room size is 20X16 Feet. The Master room located in North West corner and near to Bath room . The Master room size is 12X12 Feet. 
55884.txt,"The balcony measures approximately 34 square feet and is located on the southwest side of the building, in front of the kitchen. The bathroom measures approximately 34 square feet and is located to the northeast of the house near the common room, the master bedroom and the living room. The common room measures approximately 165 square feet and is located on the north side of the house, across from the bathroom and living room. The kitchen is approximately 54 square feet and is located to the southwest of the building, between the bench and the living room. The living room measures approximately 430 square feet and connects to the kitchen, the master room, the bathroom and the common room. The master measures approximately 92 square feet, it is located to the southeast of the house near the living room and the bathroom. "
46152.txt,"Balcony 1 is on the southeast end of the building, next to balcony 2 and in front of the master room. It is 10 feet wide and around 3 feet long. Balcony 2 is on the southwest end of the building, next to balcony 1 and in front of the common room. It is 10 feet wide and around 3 feet long. The bathroom is in the northwest corner, next to the kitchen and behind the living room. It is approximately 7 x 10 feet. The common room is on the west edge of the building, near the south. It is next to the master room, south of the living room, and north of the balconies. It is 10 feet wide by 15 feet long. The kitchen is in the northeast corner, next to the bathroom and behind the living room. It is approximately 10 x 10 feet. The living room is located in the middle, between the bathroom and kitchen on one side, and the common and master rooms on the other. It is approximately 20 feet wide at its front end and 15 feet long. Its back end juts out to the west side and is 25 feet wide. The master room is on the east edge of the building, near the south. It is next to the common room, south of the living room, and north of the balconies. It is 10 feet wide by 15 feet long. "
29595.txt,"Balcony is located at down side of living room.  North and South side lenght is 18 feet. East and west side lenght is 3 feet. Bathroom is located in between kitchen and master bedroom.  North and South side lenght is 8 feet. East and west side lenght is 6 feet. Common room is located at north west corner.  North and South side lenght is 10 feet. East and west side lenght is 12 feet. Kitchen is located at north east corner. North and South side lenght is 18 feet. East and west side lenght is 6 feet. Living Room is located at right side of common room. North and South side lenght is 18 feet. East and west side lenght is 27 feet. Master room is located at south east corner.  North, east,  west and South side lenght is 15 feet. "
48631.txt,The balcony is located on the southwest corner and attached with com1. size is 10x5 Bathroom 1 is located in the northeast corner and next to the kitchen. size is 6x6 Bathroom 2 is located in the west side and next to the com. size is 7x4 The common room is located in the southwest side and attach with balcony. size is 13x13 The kitchen is located on the northwest corner and next to the bath1. size is 6x8 west facing living The living room is located on the middle of the plan. near to all other room. size is 22x18. unsized The master room is located on the southeast corner and next to the com. size is 12x18 
54218.txt,"The balcony is situated at yhe south side of the floor plan in front of the livingroom. It has about 15 feet in lenght and 2 feet in width The bathroom is loacted at the east side of the floor plan sandwiched between the livingroom, master room a d the common room. Its has 5 feet in width and 8 feetin length The common room 1 is located at the north east side of the floor plan which is enclose by the livingroom and the bathroom. Is area size is about 150 sqrt feet The common room 2 is found at the southwest siade of the floor plan next to the livingroom and the balcony. Its size is about 9 feet in width and 15 feet in lenght The kitchen is found at the northwest side of the floor plan by the left side of the livingroom. It size is about 13 feet in lenght and 7 feet in width The livingroom is centrally located in between the other rooms. It is 30 feet in lenght and 20 feet in width The master room can be found at the southeast side of the floor plan by the right side of the balcony. It size is about 160 sqrt feet "
80049.txt,"Balcony 1 is at the the front left of the house, in front of the kitchen. It is about 5 by 10 feet. Balcony 2 is off her master at the far right corner of the house. It is about 5 by 10 feet. The bathroom is left of the living room and between the kitchen and common room. It is about 10 by 10 feet. The common room is at the far left corner of the house. It is between the living room and bathroom. It is about 15 by 15 feet. The kitchen to is to the left of the living room. You can walk in the door and through the living room to get to it. It is between balcony 1 and the bathroom. It is about 10 by 20 feet. The living room is in the center of the house. The master is to the right and the rest of the house is to the left. The door opens to the living room. It is about 30 feet by 20 feet. The master bedroom is to the right of the living room. It is the farest right in the house. It is about 20 by 20 feet. "
1372.txt,The balcony is located on the middle of north side and near to master and kitchen. size is 12*4 Bathroom 1 is attached to the master room. near to balcony. size is 6*5 Bathroom 2 is located in between common room2 and master room. size is 4*6 Common room 1 is located on the south east corner and near to living and common room2. size is 12*12 Common room 2 is located on the south west corner and near to common1 and bathroom2. size is 12*14 The kitchen is located on the north east corner and near to balcony. size is 6*10 The living room is located on the east side and north facing. near to common1 and master room. size is 12*26 The master room is located on the west side and attached with bathroom1.near to living room.12*20 
8424.txt,The balcony is located on north of the living room and is on most northern point of the building.  It can be access from the living room only and is approximately 20ft x 5ft. The bathroom is approximately 8ft x 8ft and is located on the west facing wall between the master and common room. The common room is located in the north western corner of the building.  It is west of the living room and is approximately 10ft x 10ft. The kitchen is located directly east of the living room and is the eastern most room on the floor plan.  The kitchen can be accessed from the living room and is approximately 12ft x 8ft in size. The living room is the biggest room on the floor plan and is approximately 20ft x 20ft in size.  From the living room you have access to all the other rooms as its in the center of the building. The master room is located in the southern most part of the floor plan. The master can be accessed from the living room and approximately 15ft x 12ft. 
2096.txt,"The balcony is located in the south west corner. Situated between the master bedroom and the living room. It is around 225 sqrt feet being 15 feet wide and 10 feet in length which means it has an aspect ratio of 3:2 The bathroom 1 is located in the eastern corner. Situated between common room 1 and the master bedroom. It is around 50 sqrt feet being 10 feet wide and 5 feet in length which means it has an aspect ratio of 2:1 The bathroom 2 is located in the north western corner. Situated between the kitchen and the living room. It is around 100 sqrt feet being 10 feet wide and 10 feet in length which means it has an aspect ratio of 1:1 The common room 1 is located in the eastern corner. Situated between bathroom 1, the living room and common room 2. It is around 225 sqrt feet being 15 feet wide and 15 feet in length which means it has an aspect ratio of 1:1 The common room 2 is located in the north eastern corner. Situated between the kitchen, the living room and common room 1. It is around 300 sqrt feet being 15 feet wide and 20 feet in length which means it has an aspect ratio of 3:4 The kitchen is located in the north corner. Situated between bathroom 2, common room 2 and the living room. It is around 100 sqrt feet being 10 feet wide and 15 feet in length which means it has an aspect ratio of 2:3 The living room is located in the western corner. Situated between the balcony,  the master bedroom, common room 1 and 2, the kitchen and the bathroom. It is around 600 sqrt feet being 10-15 feet wide and 50 feet in length which means it has an aspect ratio of around 3:10 The master room is located in the south east corner. Situated between the balcony, bathroom 1 and the living room. It is around 350 sqrt feet being 15 feet wide and 20 feet in length which means it has an aspect ratio of 3:4 "
48962.txt,The balcony is located in CORNER OF THE SOUTH AND EAST SIDE. WITHIN COMMON ROOM 1 AND COMMON ROOM 2 . SIZE IS 22X 8 SQ FT. The bathroom is located in MIDDLE OF THE WEST SIDE. IN BETWEEN OF LIVING ROOM AND MASTER ROOM. SIZE IS 8X 8SQ FT. Common room 1 is located in MIDDLE OF THE SOUTH SIDE. IN BETWEEN OF COMMON ROOM 2 AND MASTER ROOM. SIZE IS 10X 16 SQ FT. Common room 2 is located in MIDDLE OF THE EAST SIDE. IN BETWEEN OF COMMON ROOM 1 AND LIVING ROOM . SIZE IS 12X 16 SQ FT. The kitchen is located in CORNER OF THE NOIRTH AND WEST SIDE.  NEAR TO LIVING ROOM. SIZE IS 12 X 8SQ FT. EAST SIDE FACING LIVING ROOM IS LOCATED IN CORNER OF THE NORTH AND EAST SIDE. CENTER OF THE ALL OVER ROOMS WITHOUT BALCONY. SIZE IS UNEVEN SHAPE APPROXIMATLY 22 X 22 SQ FT. The master room is located in CORNER OF THE SOUTH  AND WEST SIDE.  IN BETWEEN OF COMMON ROOM 1 AND BATHROOM. SIZE IS 12 X 16 SQ FT. 
63259.txt,"balcony is located at south west corner. It is in front of the living room. It has the size of 14 feet length and 4 feet width. Bathroom is located at north east side. It is between the kitchen and master room.  It has the rectangular size of 8 feet length and 5 feet width. common room is located at north west corner. It is adjacent to living room. It has the square size of 12 feet side. kitchen is located at north east corner. It is towards north east side of the bath room and adjacent to living room. It has the size of 12 feet length and 5 feet width. Living room is occupied at the center of south side to north side. It is between the  common room and kitchen ,bath room. It is also occupied the rectangular area which is adjacent to master room and behind the balcony. It has the area of  around 350 sqr. feet. master room is located at south east corner and adjacent to living room. It has the size of 15 feet length and 12 feet width. "
66321.txt,"The balcony is located in the north east corner, It is next to living room, The size of the room is 5 feet width  and 7  feet length The bathroom is located in the south  , It is  next to living and near to kitchen , The size of the room is 5 feet width  and 10  feet length The common room is located in the west side, It is between common 1 and bath and next living , The size of the room is 10  feet width  and 10  feet length The kitchen is located in the south west corner, It is next to main door of the living room , The size of the room is 5 feet width  and 10   feet length The living room is located in the east side, It is in front of all other rooms, The size of the room is 10 feet  width  and 16  feet length The master room is located in the north west corner, It is next to living and common 2, The size of the room is 10 feet width  and  10 feet length "
29422.txt,"Balcony 1 is in the north west corner of house.it has kitchen east and living room in south.it's dimensions are 4 feet in length and 5 feet in breadth Balcony 2 is in the south of house.it has master room in east and living room in north.it's dimensions are 4 feet in length and 12 feet in breadth Bathroom is in the east of house.it has living room in west,Common room 2 in north and Master room is in the south east corner .it's dimensions are 5 feet in length and 8 feet in breadth. Common room 1 is in the north east corner of house.it has kitchen in west and Common room 2 in south.it's dimensions are 10 feet in length and 10 feet in breadth. Common room 2 is in the east of house.it has living room in west,common room 1 in north and bathroom 1 in south.it's dimensions are 10 feet in length and 8 feet in breadth. Kitchen is in the north center of house.it has living room in south, balcony 1 in west Common room 1 east side.it dimensions are 12 feet in length and 6 feet in breadth. Living room is in the west side of house.it has Balcony 1,kitchen,common room 1,common room 2,bathroom,master and balcony 2 around it in clockwise direction.it dimensions are 25 feet in length and 15 feet in breadth in average. Master room is in the south east corner of house.it has balcony 2 and living room in west bathroom in north.it's dimensions are 12 feet in length and 10 feet in breadth. "
9869.txt,Balcony 1 is located in middle of the north side. Room is in between of common room 1 and kitchen room. Balcony 1 size is 8x14. Balcony 2 is located in south west corner side.  Balcony 2 is middle of the master room and living room. Balcony 2 size is  14x6. Bathroom is located in middle of the east. Bathroom is middle of the common room 2 and master room. Bathroom size is 8x8. Common room 1 is located in Middle of the north side. Common room is between common room 2 and balcony 1. Common room 1 size is 14x12. Common room 2 is located in north east corner. In between of bathroom and common room 1 . Room size is 10x14. Kitchen room is located in north west corner. Kitchen room is between balcony 1 and living room. Kitchen room size is 8x6. West facing living room is located in south west corner. Living room is near by kitchen room. Living room is size is  22x16. Master room is located in south east corner. Master room is center of the bathroom and balcony 2 . master room size is 12x18. 
56590.txt,balcony 1 is the entrance from living room .2 feet length and 15 feet width ratio as  8 over 2. balcony 2 is the corner room in front of kitchen and other side as common room 2 feet length and 5 feet width. bathroom is the small room 2 feet length and 2 feet width it is entrance from living room . common room is near as balcony 2 and master room .it is entrance from living room 5 feet length and 5 feet width . kitchen is the entrance from living room 5 feet length and 10 feet width.bathroom and balcony 2 between the room as kitchen. living room is the north side of the entrance room .it is the big place compared to other rooms .it is the center room for all other rooms.30 feet length and 15 feet width ratio as 9 over 8 master room is the entrance from living room 10 feet length and 15 feet width ratio as 7 over 6.master room near as common room . 
59853.txt,"Balcony is placed at the south corner of the house. People can access this balcony from the living room and the master bedroom. It is approximately 10 x 3 feet in size. This balcony helps to increase air circulation in hot climates or enhance natural light to a house's interior. The living room has a bathroom in its west side, in between of master bedroom and kitchen. It is approximately 10 x5 feet in size. The common room is sited northeast corner of the house. It is easily accessible from the living room. It is approximately 10 x 15 feet in size. It includes the entry-exit door from the living room. The kitchen is situated on the northwest side of the house, straight opposite to the main door.  It is approximately 15 x 10 feet in size. It includes the entry-exit door from the living room. This house has a north-facing living room. It is approximately 20 x 20 feet in size. It is somewhat spacious, but not well structured. The master bedroom is settled southwest corner of the house. It has an attached bathroom on its north side. It is approximately 10 x 12 feet in size. It includes the entry-exit door from the living room. "
37634.txt,"This balcony faces due south and provides a transition of outside to the main living space centrally located on the floor. Bathroom 1 functionally services the tow common spaces centrally located on the west side of the floor Bathroom 2 is located north of the master and roughly one third the size of the master bedroom. Common room 1 is roughly one sixth the size of the entire space, connected to the living space, and located on the south west corner of the floor. Common room 2 is roughly one sixth the size of the entire space, connected to the living space, and located on the north west corner of the floor. This kitchen is located on the north east corner of the floor connecting directly to the living room and roughly the size of the common space. This livngin room is centrally located on the floor, provides roughly half of the living space and connects with nearly all other rooms making it a central location for congregating. This bedroom, rough half the size of the living room, is connect to its own bath and located on the east of the floor. "
74719.txt,"Bathroom is a square-shaped room approximately 8ft by 8ft. Only can gain access through the living room. Shares a wall with the kitchen and the other side shares a wall with common room 1. The first room as you enter the door through the hallway. It is privately tucked away and is 15ft by 10ft. Great to use as a den or playroom Common room 1 is on the other end of the layout and shares a wall with the small bathroom. This common room is slightly smaller than the other common room 12ft by 10ft. It is the same size as the kitchen. This room is the furthest away from the door. Kitchen is off the living room. About 12ft by 10ft and shares a wall with common room 2 and other side shares the wall with the bathroom. The living room is located in the center of the apartment and is the focal point for all of the other rooms. The living room separates four rooms on one side and the master on the other. It is not a perfect squared room, it has a hallway to access the common room 2 and kitchen, then has an open access layout for the bathroom, common room 1. The south living room wall is shared with master room. Longest wall is about 30ft, has an 5"" alcove, then 25"" wall on south side. The master is located on one side of the living room . It is approximately 25ft by 15ft. There are no doors, windows, closets or bathrooms attached but a good-sized room. "
44802.txt,"The balcony is located in the Southwest corner of the home. The balcony area is 48 square feet, with its length 12 feet and width 4 feet. Next to the balcony located Northward is the master room. The bathroom is located on the Eastern side of the home. The bathroom is 100 square feet in area, with all sides being 10 feet in length. Next to the bathroom Northward is the kitchen, while both Westward and Southward next to the bathroom is the living room. Located in the Southeast corner of the home is the common room. The common room and the master room have the same measurements; with having an area 260 feet, due to the width of the common room being 13 feet and the length being 20 feet. North of the common room is the living room. Next to the common room Westward is the master room. The kitchen comprises the most Northern portion of the home. The kitchen area is 100 square feet, with the width being 20 feet and the length being 5 feet. Located next to the kitchen Southward are the living room and the bathroom. The area of the living room is 310 square feet, with the most Northern portion of the living room being less wide compared to the Southern portion of the living room. The kitchen and bathroom are located next to the living room Northward, while South of the living room is the master room and the common room. In the Southwest corner of the living room is the home's entrance which is on the west side wall of the home. The area of the master room is 260 feet, with its width being 13 feet and length 20 feet. Next to the master room Northward is the living room. Eastward of the master room is the common room. Next to the master room Southward is the balcony. "
12488.txt,BALCONY 1 IS LOCATED ON NORTH EAST CORNER.BALCONY 1 IS LOCATED NEARBY MASTER ROOM.THE FLOOR AREA IS 60 SQUARE FEET. BALCONY 2 IS LOCATED ON SOUTH SIDE.BALCONY 2 IS LOCATED NEARBY KITCHEN.THE FLOOR AREA IS 32 SQUARE FEET. THE BATHROOM IS LOCATED ON SOUTH SIDE.THE BATHROOM IS LOCATED NEARBY COMMON ROOM 2.THE FLOOR AREA IS 36 SQUARE FEET. #REF! COMMON ROOM 1 IS LOCATED ON WEST SIDE.COMMON ROOM 1 IS LOCATED IN BETWEEN COMMON ROOM 2 AND MASTER ROOM.THE FLOOR AREA IS 100 SQUARE FEET. COMMON ROOM 2 IS LOCATED ON SOUTH WEST CORNER.COMMON ROOM 2 IS LOCATED NEARBY COMMON ROOM 1.THE FLOOR AREA IS 100 SQUARE FEET. THE KITCHEN IS LOCATED ON SOUTH EAST CORNER.THE KITCHEN IS LOCATED NEARBY BALCONY 2.THE FLOOR AREA IS 80 SQUARE FEET. THE LIVING ROOM IS LOCATED ON EAST SIDE.THE LIVING ROOM IS LOCATED NEARBY BALCONY 1.THE FLOOR AREA IS 500 SQUARE FEET. THE MASTER ROOM IS LOCATED ON NORTH WEST CORNER.THE MASTER ROOM IS LOCATED NEARBY COMMON ROOM 1.THE FLOOR AREA IS 250 SQUARE FEET. 
11181.txt,"The balcony is located on northwest elevation, west of living room and is approximately 120 square feet. The bathroom is located southeast elevation, south of kitchen is approximately  90 square feet. The common room is located southwest elevation, west of the bathroom and is approximately 225 square feet. The kitchen is located on the northeast elevation, east of living room and is approximately 130 square feet. The living room is located towards the center elevation, east of the master room, west of kitchen and is approximately 400 square feet. The master room is located north west, west of the living room and is approximately  250 square feet. "
5909.txt,"The balcony is at the bottom of the plan, adjacent only to the master room. It is about 12 feet wide and 5 feet long. The bathroom is in the top left of the plan, next to the kitchen and above the living room. It is about 5 feet wide and 10 feet long. The common room is at the bottom left of the floor plan, next to the master room. It's below the living room, and covers an area of about 12 feet by 15 feet. The kitchen is at the top right of the floor plan, next to the bathroom above the living room. It is about 12 feet wide and five foot long. The living room is in the centre of the floor plan, and covers the entire width of it. It is below the kitchen and bathroom, and above common room 1 and the master room. It is about 20 feet wide and 25 feet long at its longest side (right side). The master room is in the bottom right of the floor plan, above the balcony and next to the common room. It's about 13 feet wide and 20 feet along the right side. The left wall is slightly shorter, about 12 feet. "
68442.txt,"balcony is located at south west corner. It is adjacent to living room. It has the rectangular shaped size of 5 feet width and 13 feet length bathroom is located at north east corner. It is behind the common room but next to master room. It is of the size of 5 feet width and 12 feet length. Common room  is located at north east side and it is in front of the bathroom. It has the square size of 12 feet width and 15 feet length, but its south east corner is excluded from the plan apart. kitchen is located at south east corner of the plan and of the living room also. It has the rectangular shaped size of 5 feet width and 12 feet length living room is occupied almost  southern and center regions of the plan. It is next to balcony and in front of the master, bathroom and common room. Its area is estimated  around 560 sqrt. feet. master room is located at north west corner so that It is opposite to the bath room and  common room. It has the size of 15 feet length and 13 feet width. Its small portion of south west corner is excluded apart. "
62609.txt,"The balcony is located on the north west corner ,it is next to living room,The size of the room is 2  feet width  and 12   feet length Bathroom 1 is located on the east side,it is in the south east corner of master room,The size of the room is 5  feet width  and 7  feet length Bathroom 2 is located on the south side ,it is in the southeast corner of living room,The size of the room is 6 feet width  and 7  feet length Common room 1 is located on the southeast corner,it is next to bath 2 and master room,The size of the room is 8 feet width  and 12  feet length Common room 2 is located on the north side,it is next to living room and master room,The size of the room is 8 feet width  and 9  feet length The kitchen is located on the south side,it is next to living room,The size of the room is 5 feet width  and 10  feet length The living room is located on the west side,in front of every room,The size of the room is 12  feet width  and 22  feet length The master room is located on the northeast side,it is between common 1 and common 2,The size of the room is 10  feet width  and 13  feet length "
33320.txt,Balcony 1 is to the south of the floor plan. South of the living room. It's 15ft by 4ft. Balcony 2 is the in the North East corner of the floor plan. To its south is the living room and kitchen. It's about 3ft by 12ft Bathroom is central in the western edge of the floor plan. North of master bedroom and south of common room 1. It's 8ft by 7ft. Common room 1 is in the North West corner of the floor plan. It's north of the bathroom. It's roughly 8ft by 10ft. Common room 2 is to the north of the floor plan. To its west is common room 1 and to its east is the living room. It's roughly 10ft by 10ft. Kitchen is north west in the floor plan. It's south of balcony 2 and west of the living room. It's 8ft by 12ft. The living room is central with a South facing wall. East of the master bedroom and north of balcony 1. its roughly 20ft by 20ft. Master bedroom is in the south west corner of the floor plan. To its west is the living room and to the north is the bathroom. It's roughly 12ft by 12ft 
52721.txt,"balcony in the northern edge of the plan, adjoining kitchen to the west, and common room 2 to the east, approximately 5x5 ft in dimension. bathroom in the east edge of the floor plan, adjoining master room to the south and common room 2 to the north, roughly 8x6ft in dimension. common room 1 in the far southwest corner, adjoining living room to the east, roughly 14x8 ft in dimension. common room 2 in the northeast corner of the plan, adjoining balcony to the left and bathroom to the south, roughly 12x15 feet in dimension. kitchen in the far northwest corner of the floor plan, adjoining balcony to the east, roughly 8x6 ft in dimension. living room in the center left of the floor plan acting as hub to the other rooms, approximately 25x15 ft in dimension. master room in southeast corner of the floor plan, adjoining bathroom to the north, roughly 12x12 ft in dimension. "
46754.txt,"The bathroom is located in the northeast corner of the floor plan touching the northernmost and easternmost walls and also the kitchen. It is located east of the kitchen and north of master room 2. The approximate size of the bathroom is 10 ft by 4 ft for a total of 40 square ft. The common room is located in the northwestern corner of the floor plan touching the northernmost and westernmost walls and the master room 1, living room, and kitchen. It is located west of the living room, north of master room 1, and west of the kitchen. The approximate size of common room 1 is 12 ft in width by 16 ft in length for a total of 192 square ft. The kitchen is located on the north wall directly in the center of the floor plan on the east to west axis touching the northernmost wall, the bathroom, common room, and the living room. It is located north of the living room, east of the common room, and west of the bathroom. The approximate size is 12 ft in width by 4 ft in length for a total of 48 square ft. The living room is located directly center of the floor plan east to west and spans almost from the southernmost wall to the northernmost wall. It touches the kitchen, common room, master room 1, and master room 2. Being located, south of the kitchen, east of the common room, east of master room 1, and west of master room 2. The approximate size of teh living room is 15 ft in width by 25 ft in length minus a small portion where the north facing front door is for a total of 350 square ft. The master room 1 is located in the southwest corner of the floor plan. It touches the common room and living room where it is south of the common room and west of the living room. The master room is approximately 12 ft in width by 15 ft in length for a total of 180 square ft. Master room 2 is located in the southeast corner of the floor plan where it touches the northern facing wall the front door is located on, the easternmost wall, southernmost wall, and the living room. It is located east of the living room and its approximate size is 12 ft in width by 20 ft in length for a total of 240 square ft. "
49467.txt,"Balcony 1 location:South Side, Relationship:the location: Next to Living,  Area:50 sqrt feet   Sides: 10 feet width and 5 feet length.. Balcony 2 location:South East Corner, Relationship:the location: Next to Master,  Area:50 sqrt feet   Sides: 10 feet width and 5 feet length.. Bathroom location:East side , Relationship:the location: Between Com and master,  Area:25 sqrt feet   Sides: 5 feet width and 5 feet length.. Comon room location:North side, Relationship:the location: Next to Living and Kitchen,  Area:100 sqrt feet   Sides: 10 feet width and 10 feet length.. Kitchen location:North Side, Relationship:the location: Next to  living,  Area:50 sqrt feet   Sides: 5 feet width and 10 feet length.. Living room location: West side, Relationship:the location: Between Kitichen and Balcony,  Area:450 sqrt feet   Sides: 15 feet width and 30 feet length. Master room location:South est corner , Relationship:the location: Next to living and Balcony2,  Area:200 sqrt feet   Sides: 20 feet width and 10 feet length.. "
59674.txt,"balcony is in south side of the house, next to bathroom, common room 1 and kitchen, size is 16 sqft. bathroom is in south side of the house, next to balcony, common room 2 and kitchen, size is 40 sqft. common room 1 is in south west corner of the house, next to living room and common room 1, size is 270 sqft. common room 2 is in south side of the house, next to bathroom, master room, size is 80 sqft. kitchen is in north side of the house, next to living room and balcony, size is 80 sqft. living room is in north side of the house, next to bathroom, kitchen and master room, size is 750 sqft. master room is in south east side of the house, next to living room and common room 2, size is 120 sqft. "
10274.txt,The balcony is on the south end of the house and has the living room to it's north. It measures about 6 feet long and 14 feet wide. The bathroom is in the middle of the north wall and has Com2 to it's east side. It's dimensions are roughly 6x6. Com1 is bordered on the north side by Com2 and sits on the east wall of the home. It measures close to 14 feet long and 16 feet wide. Com2 is to the east of the bathroom and holds the northeast corner of the house. It measures about 18 feet long and 16 feet wide. The kitchen is on the northwest corner of the house and has the bathroom to it's east side and it measures about 10 feet long and 8 feet wide. The living room occupies most of the west side of the home and has the master room to it's east side. It measures about 34 ft long and 18 feet wide. The master room is a 18x16 foot room in length and width and has Com1 to it's north side. It is also on the southeast corner of the house. 
